symbol,pattern,entry_date,entry_price,stop_loss,target_price,exit_date,exit_price,exit_reason,pnl_pct,days_held,max_gain_pct,max_drawdown_pct,rs_rating,volume_ratio,num_contractions,proximity_score,contraction_quality,volume_quality,final_contraction_pct,risk_pct,reward_pct,theoretical_rr,realized_rr
AAPL,VCP,2025-01-28,237.18727111816406,220.58416213989256,0,2025-03-11,220.58416213989256,stop,-7.000000000000009,29,5.0427531049423955,8.633817232419947,73.66911691027944,1.5070312172173992,2,90.0,100,80.0,5.313320834424949,7.0,5.0427531049423955,,-1.0000000000000013
META,VCP,2025-01-24,645.9810791015625,600.762403564453,0,2025-02-03,673.6768475112623,trailing_stop,4.287396226561211,6,9.776206554274964,3.4579701804841227,88.96361724195827,1.5373828535118546,2,97.5,100,95.0,7.3995460966140385,7.0,9.776206554274964,,0.6124851752230301
BRK-B,VCP,2025-02-24,498.4200134277344,463.53061248779295,0,2025-04-04,512.05,trailing_stop,2.734638699302909,29,8.14172494663465,1.9401334551619938,74.88677130642012,2.4639380737692425,2,100.0,100,100.0,4.472060338608166,7.0,8.14172494663465,,0.39066267132898697
JNJ,VCP,2025-08-04,168.72242736816406,156.91185745239258,0,2025-10-29,183.59033769054687,trailing_stop,8.812053355503236,61,14.539003532108675,0.8126695912804547,70.57000620267816,1.5083923964013009,3,92.5,100,85.0,5.790387735627107,7.0,14.539003532108675,,1.258864765071891
AVGO,VCP,2024-12-11,181.420654296875,168.72120849609374,0,2024-12-13,215.15480105762424,trailing_stop,18.59443561786907,2,24.83624801880955,3.9355911805150576,83.30157870534266,2.0928578726551184,3,100.0,100,100.0,8.715316146476331,7.0,24.83624801880955,,2.656347945409867
CSCO,VCP,2025-06-23,66.57522583007812,61.914960021972654,0,2025-08-14,68.50882760897522,trailing_stop,2.904386361125213,37,8.320406695921275,0.6826705086080389,90.03476950623305,1.6624974766971887,3,100.0,100,100.0,3.8985465083346558,7.0,8.320406695921275,,0.41491233730360183
MCD,VCP,2025-03-07,317.6745300292969,295.43731292724607,0,2025-03-12,295.43731292724607,stop,-7.000000000000008,3,1.5655662969988118,7.762455212364573,81.38084773921162,2.3687984690430213,2,100.0,100,100.0,3.6243448161053946,7.0,1.5655662969988118,,-1.000000000000001
WMT,VCP,2025-08-06,103.11915588378906,95.90081497192382,0,2025-08-26,95.90081497192382,stop,-7.000000000000006,14,1.3157900973722154,7.466273020621286,75.6487265273833,1.5150430169743483,3,100.0,100,100.0,4.410523158028633,7.0,1.3157900973722154,,-1.0000000000000009
CRM,VCP,2025-01-28,358.19256591796875,333.1190863037109,0,2025-02-03,333.1190863037109,stop,-7.000000000000011,4,0.06390156044938805,7.97054665929476,86.19950842496823,1.8171067823755074,2,90.0,100,80.0,7.477237618867264,7.0,0.06390156044938805,,-1.0000000000000016
VZ,VCP,2025-03-21,41.885711669921875,38.95371185302734,0,2025-04-09,38.95371185302734,stop,-7.000000000000001,13,5.001128416427601,7.069788300931029,81.4519308159599,2.674505887230417,2,90.0,100,80.0,4.4189101224538465,7.0,5.001128416427601,,-1.0000000000000002
WFC,VCP,2025-02-28,77.0327377319336,71.64044609069823,0,2025-03-04,71.64044609069823,stop,-7.000000000000011,2,0.8427009407043538,8.912174320498478,87.81266584335387,1.5967121904749098,2,97.5,100,95.0,5.638891428000022,7.0,0.8427009407043538,,-1.0000000000000016
IBM,VCP,2025-01-30,251.76499938964844,234.14144943237304,0,2025-03-20,234.14144943237304,stop,-7.0000000000000036,34,3.854561844501339,7.538461477982061,90.42112318983153,3.672928179961757,2,100.0,100,100.0,5.358703913121285,7.0,3.854561844501339,,-1.0000000000000004
DE,VCP,2025-06-27,509.9391174316406,474.24337921142575,0,2025-08-14,474.24337921142575,stop,-7.000000000000006,33,3.372928240767186,8.055184300138515,82.33422349247536,1.5432488014703534,3,100.0,100,100.0,4.415929589688606,7.0,3.372928240767186,,-1.0000000000000009
BLK,VCP,2025-07-16,1077.1546630859375,1001.7538366699218,0,2025-09-02,1108.0641895191477,trailing_stop,2.8695532306064186,33,8.2837402427436,0.47402022724173326,78.83938277111967,2.2195093483740105,3,100.0,100,100.0,3.9021209974263384,7.0,8.2837402427436,,0.40993617580091696
