symbol,first_contraction_alert_date,num_contraction_alerts,max_contractions_seen,first_pre_alert_date,last_pre_alert_date,num_pre_alerts,signal_date,entry_date,entry_type,entry_price,stop_loss,target_price,exit_date,exit_price,exit_reason,pnl_pct,days_held,risk_pct,overall_score,had_contraction_alert,had_pre_alert,days_from_first_contraction_alert,days_from_first_pre_alert
AVGO,2023-05-16,1,2,,,0,2023-05-31,2023-05-31,handle,77.9549560546875,56.854382286386596,141.2566773595902,2023-06-22,81.57236470212841,trailing_stop,4.640383152680121,15,27.06764885288151,96.0,True,False,10.0,
AVGO,2023-08-22,1,2,2023-08-30,2023-08-30,1,2023-08-31,2023-08-31,pivot_breakout,89.5182113647461,77.8380549911533,124.55868048552448,2023-09-21,77.8380549911533,stop,-13.047799096433527,14,13.047799096433527,99.0,True,True,7.0,1.0
QCOM,2023-07-27,1,3,2023-07-27,2023-07-27,1,2023-07-28,2023-07-28,handle,123.16947174072266,105.37078741126435,176.5655247290976,2023-08-16,105.37078741126435,stop,-14.450564801418771,13,14.450564801418771,90.0,True,True,1.0,1.0
MU,2023-03-23,3,4,,,0,2023-05-15,2023-05-15,handle,63.867958068847656,56.19016609646517,86.90133398599511,2023-05-26,70.01415474642859,trailing_stop,9.623286642349713,9,12.02135187116217,93.66666666666666,True,False,36.0,
MU,2023-09-01,1,3,,,0,2023-09-22,2023-09-22,handle,68.18537902832031,59.90473271713885,93.0273179618647,2023-11-28,74.33231371904103,trailing_stop,9.015033396188391,46,12.144313677191933,96.0,True,False,14.0,
MU,2024-06-07,1,2,,,0,2024-06-17,2024-06-17,handle,146.92127990722656,117.86082658457988,234.1026398751666,2024-07-18,117.86082658457988,stop,-19.77960806017815,21,19.77960806017815,100.0,True,False,6.0,
LRCX,2023-04-14,1,2,,,0,2023-04-19,2023-04-19,low_cheat,47.83769989013672,46.090396431935766,53.07961026473958,2023-04-20,49.65516197231043,trailing_stop,3.7992254777041246,1,3.6525657843370016,89.33333333333334,True,False,3.0,
LRCX,2023-04-21,2,3,,,0,2023-05-15,2023-05-15,handle,53.80498123168945,47.110083198415516,73.88967533151126,2023-05-24,55.55916611191188,trailing_stop,3.2602648306273645,7,12.44289632672681,90.66666666666666,True,False,16.0,
LRCX,,0,0,,,0,2023-05-25,2023-05-25,handle,58.6596794128418,47.110083198415516,93.30846805612063,2023-07-06,60.419588734393066,trailing_stop,3.0002027613638638,27,19.68915672576594,90.66666666666666,False,False,,
LRCX,2023-07-07,1,3,,,0,2023-07-27,2023-07-27,handle,68.57608795166016,57.29261739534049,102.42649962061915,2023-10-20,58.82767868041992,time,-14.215464256450394,60,16.453943194125443,96.0,True,False,14.0,
LRCX,2023-12-12,1,2,,,0,2023-12-14,2023-12-14,handle,75.3830795288086,65.98933355330873,103.5643174553082,2024-01-26,84.01739738374951,trailing_stop,11.45392030799326,28,12.461345482589273,99.0,True,False,2.0,
LRCX,2024-04-11,1,2,,,0,2024-04-26,2024-04-26,low_cheat,91.11898040771484,82.79357799268136,116.09518765281528,2024-06-10,94.33936160561129,trailing_stop,3.534259474246467,30,9.136847644454752,100.0,True,False,11.0,
LRCX,2024-06-11,1,2,2024-06-11,2024-06-11,1,2024-06-12,2024-06-12,handle,102.17294311523438,87.15240947517437,147.2345440354144,2024-07-11,105.90261727870589,trailing_stop,3.6503540465356394,19,14.701087374099913,99.0,True,True,1.0,1.0
AMAT,,0,0,,,0,2023-04-20,2023-04-20,low_cheat,111.60747528076172,104.22162545208035,133.76502476680582,2023-05-19,122.40528096661265,trailing_stop,9.674805077964342,21,6.617701735570488,95.66666666666666,False,False,,
AMAT,2023-05-22,1,3,2023-05-23,2023-05-24,2,2023-05-25,2023-05-25,handle,127.62439727783203,110.93388419077263,177.69593653901023,2023-06-22,132.45027759202665,trailing_stop,3.7813148717082017,18,13.077838910945042,93.66666666666666,True,True,3.0,2.0
AMAT,2023-06-23,1,3,,,0,2023-06-26,2023-06-26,handle,136.7509002685547,110.93388419077263,214.20194850190086,2023-08-03,142.44006476736672,trailing_stop,4.160239155749261,27,18.878863705527337,97.0,True,False,1.0,
AMAT,2023-11-27,1,2,,,0,2023-12-11,2023-12-11,handle,152.4122772216797,136.36247258502982,200.5616911316293,2024-01-26,166.5001311103208,trailing_stop,9.243253985471723,31,10.530519541615302,96.0,True,False,10.0,
KLAC,2023-04-04,1,2,,,0,2023-04-20,2023-04-20,low_cheat,365.9950866699219,344.1261677690435,431.601843372557,2023-05-24,398.76940151340875,trailing_stop,8.954851045048287,24,5.975194667189944,95.66666666666666,True,False,11.0,
KLAC,2023-11-02,1,2,2023-11-08,2023-11-09,2,2023-11-10,2023-11-10,handle,523.6129760742188,434.15024394175055,792.0011724716234,2023-12-20,553.6533614420523,trailing_stop,5.737135392071628,27,17.08565987100126,96.0,True,True,6.0,2.0
CRM,2021-11-29,1,2,2021-12-01,2021-12-01,1,2021-12-02,2021-12-02,pivot_breakout,258.48101806640625,231.66550049593428,338.92757077782215,2022-01-05,231.66550049593428,stop,-10.374269558000119,23,10.374269558000119,92.66666666666666,True,True,3.0,1.0
CRM,2023-05-03,1,2,,,0,2023-05-26,2023-05-26,handle,213.1973419189453,184.8145043356319,298.3458546688855,2023-07-24,223.9532008609104,trailing_stop,5.0450248793694294,38,13.312941581656382,96.66666666666666,True,False,17.0,
NOW,2023-04-19,1,2,,,0,2023-05-17,2023-05-17,handle,492.9200134277344,419.12639282226564,714.3008752441406,2023-06-07,535.4485046386718,trailing_stop,8.627868630286892,14,14.970708957892093,93.33333333333334,True,False,20.0,
NOW,2023-07-12,1,2,,,0,2023-07-26,2023-07-26,handle,577.27001953125,524.3098095703125,736.1506494140625,2023-10-19,559.97998046875,time,-2.9951389258946297,60,9.174252632059744,96.0,True,False,10.0,
NOW,,0,0,,,0,2024-10-18,2024-10-18,handle,921.75,810.4305712890625,1255.7082861328124,2024-11-15,1008.5770324707031,trailing_stop,9.419802817543054,20,12.076965414802004,96.0,False,False,,
NOW,2024-11-18,1,2,,,0,2024-11-19,2024-11-19,handle,1022.0999755859375,881.774619140625,1443.076044921875,2024-12-18,1100.0050231933594,trailing_stop,7.622057476594833,20,13.729122375222488,100.0,True,False,1.0,
NOW,,0,0,,,0,2024-12-19,2024-12-19,handle,1074.8699951171875,973.5515832519532,1378.8252307128905,2024-12-31,1060.1199951171875,time,-1.3722589770860505,7,9.426108489909806,96.0,False,False,,
ADBE,2023-05-18,1,2,2023-05-25,2023-05-25,1,2023-05-26,2023-05-26,pivot_breakout,415.3900146484375,316.82420837402344,711.0874334716797,2023-06-20,492.8029907226562,trailing_stop,18.636214965286698,15,23.72849678580612,89.33333333333334,True,True,6.0,1.0
ORCL,2024-06-07,1,2,,,0,2024-06-12,2024-06-12,pivot_breakout,138.29519653320312,110.59180968461312,221.4053570789731,2024-09-09,138.2015380859375,time,-0.06772357219445338,60,20.032067304621624,92.66666666666666,True,False,3.0,
PANW,2023-05-05,1,2,2023-05-08,2023-05-22,6,2023-05-24,2023-05-24,pivot_breakout,102.15499877929688,93.0215982055664,129.5552005004883,2023-06-07,109.33549652099609,trailing_stop,7.02902239489277,9,8.940727994586869,93.33333333333334,True,True,13.0,12.0
PANW,2023-11-14,1,2,2023-11-10,2023-11-15,3,2023-11-20,2023-11-20,pivot_breakout,130.28500366210938,110.07359970092773,190.9192155456543,2023-12-05,141.0037528991699,trailing_stop,8.227155033789861,10,15.513223619810745,100.0,True,True,4.0,6.0
PANW,2023-12-06,1,2,,,0,2023-12-13,2023-12-13,handle,156.92999267578125,114.56689880371094,284.0192742919922,2024-01-31,166.5350028991699,trailing_stop,6.120570108757155,32,26.994899540709742,100.0,True,False,5.0,
PANW,,0,0,,,0,2024-06-27,2024-06-27,handle,170.41000366210938,140.42419342041015,260.367434387207,2024-08-20,178.30074768066405,trailing_stop,4.630446481416969,37,17.596273456548587,93.33333333333334,False,False,,
PANW,,0,0,,,0,2024-09-20,2024-09-20,handle,170.05999755859375,155.57009521484375,213.52970458984376,2024-10-23,182.39999999999998,trailing_stop,7.256264035376403,23,8.520464866381962,96.66666666666666,False,False,,
CRWD,2023-08-22,1,2,,,0,2023-08-31,2023-08-31,pivot_breakout,163.02999877929688,144.2069940185547,219.4990130615234,2023-10-06,168.0977569580078,trailing_stop,3.108482007395123,25,11.545730786776224,92.66666666666666,True,False,7.0,
CRWD,,0,0,,,0,2023-10-09,2023-10-09,handle,181.82000732421875,150.50840179443358,275.7548239135742,2023-11-16,199.5854965209961,trailing_stop,9.770920955413988,28,17.221210135554983,92.66666666666666,False,False,,
CRWD,2023-11-17,1,2,,,0,2023-11-27,2023-11-27,handle,210.07000732421875,166.7665982055664,339.98023468017584,2023-11-29,223.84850463867187,trailing_stop,6.559002634387308,2,20.613799023588623,96.0,True,False,5.0,
ZS,2023-11-01,1,2,2023-10-20,2023-11-02,4,2023-11-03,2023-11-03,handle,164.3699951171875,146.6325,217.58248046875002,2023-11-28,185.3165069580078,trailing_stop,12.743513088192588,16,10.791200124172036,92.66666666666666,True,True,2.0,10.0
ZS,2023-11-29,1,2,,,0,2023-12-01,2023-12-01,handle,198.02999877929688,149.5480059814453,343.4759771728516,2024-01-02,215.92549362182615,trailing_stop,9.036759558067606,20,24.482145683333783,100.0,True,False,2.0,
JPM,2023-03-01,1,2,,,0,2023-03-16,2023-03-16,low_cheat,122.33058166503906,115.5470554566511,142.68116029020297,2023-03-24,115.5470554566511,stop,-5.545241521831688,6,5.545241521831688,96.66666666666666,True,False,11.0,
JPM,2024-05-10,1,2,,,0,2024-05-21,2024-05-21,handle,193.12379455566406,169.98609395965568,262.53689634368925,2024-08-01,201.16470147805782,trailing_stop,4.163602388247466,49,11.980761174066206,100.0,True,False,7.0,
MA,2022-12-27,1,3,2023-01-04,2023-01-05,2,2023-01-06,2023-01-06,pivot_breakout,361.8492126464844,328.8090393608699,460.96973250332775,2023-04-04,358.1388854980469,time,-1.0253793621108072,60,9.130923083669577,93.33333333333334,True,True,7.0,2.0
BAC,2024-02-27,1,3,,,0,2024-03-15,2024-03-15,handle,34.16396713256836,30.504903214913963,45.14115888553155,2024-04-11,35.150484402657455,trailing_stop,2.8875957708923465,18,10.71030159775042,95.66666666666666,True,False,13.0,
BAC,2024-06-14,1,2,,,0,2024-06-28,2024-06-28,handle,38.603919982910156,35.54191068009641,47.7899478913514,2024-07-22,40.980141365314346,trailing_stop,6.155388839931633,15,7.931861075686851,100.0,True,False,9.0,
BAC,2024-10-09,1,3,,,0,2024-11-06,2024-11-06,pivot_breakout,44.36592483520508,39.801927468997896,58.057916933826625,2024-12-31,43.17835235595703,time,-2.676767099207834,37,10.287168323797854,97.0,True,False,20.0,
WFC,2024-03-13,1,2,,,0,2024-03-15,2024-03-15,handle,55.22263717651367,44.65150457446188,86.93603498266904,2024-05-23,57.387105783324095,trailing_stop,3.919531405014061,48,19.142752216382235,99.0,True,False,2.0,
GS,2024-03-18,1,2,2024-03-19,2024-03-20,2,2024-03-21,2024-03-21,handle,400.62823486328125,353.5637393702626,541.8217213423371,2024-06-11,433.74299565758,trailing_stop,8.265708183448316,56,11.747673128699953,99.0,True,True,3.0,2.0
GS,2024-10-08,2,3,2024-10-09,2024-10-10,2,2024-10-11,2024-10-11,handle,505.9757080078125,439.36534099839474,705.8068090360657,2024-11-06,557.3078601906187,trailing_stop,10.145181156011867,18,13.164736163260482,100.0,True,True,3.0,2.0
MS,2024-02-20,1,2,2024-01-23,2024-03-01,25,2024-03-04,2024-03-04,pivot_breakout,85.33707427978516,70.20854613526834,130.72265871333562,2024-05-29,93.82333017946698,trailing_stop,9.94439517794913,60,17.72796673918841,93.33333333333334,True,True,9.0,28.0
LLY,2021-11-29,1,2,,,0,2021-12-15,2021-12-15,pivot_breakout,265.19415283203125,223.11083036318485,391.44412023857046,2022-03-14,260.2259826660156,time,-1.8734086377697647,60,15.868872680424879,99.0,True,False,12.0,
LLY,2023-08-02,1,2,,,0,2023-08-08,2023-08-08,pivot_breakout,512.3341674804688,429.85465783238647,759.7726964247156,2023-09-18,562.7952423816914,trailing_stop,9.849250372930936,28,16.098772028751444,100.0,True,False,4.0,
LLY,2023-10-19,1,2,,,0,2023-11-02,2023-11-02,handle,571.2033081054688,498.3116051436266,789.8784169909952,2024-01-18,606.8271657067942,trailing_stop,6.23663362866024,51,12.761078573512604,100.0,True,False,10.0,
LLY,2024-01-19,1,2,,,0,2024-02-05,2024-02-05,handle,696.42626953125,578.7023611178881,1049.5979947713356,2024-02-20,745.6053562481694,trailing_stop,7.0616357924035285,10,16.90400169605885,96.0,True,False,11.0,
ABBV,2022-06-09,1,2,,,0,2022-06-17,2022-06-17,low_cheat,121.50699615478516,116.90679970886373,135.30758549254944,2022-07-20,130.74125130289903,trailing_stop,7.59977239199507,21,3.7859519134695216,92.33333333333334,True,False,6.0,
ABBV,2024-05-21,1,2,,,0,2024-05-31,2024-05-31,low_cheat,153.1514892578125,142.9582190588466,183.73129985471022,2024-07-25,169.47789146417452,trailing_stop,10.660296080358998,37,6.655678144798667,96.66666666666666,True,False,7.0,
DHR,2024-01-23,1,2,2024-01-23,2024-01-29,3,2024-01-30,2024-01-30,pivot_breakout,242.7109832763672,209.21850688824188,343.18841244074315,2024-04-25,243.8181610107422,time,0.4561712533273751,60,13.799324585978257,96.66666666666666,True,True,5.0,5.0
DHR,2024-05-09,1,2,2024-05-09,2024-05-13,3,2024-05-16,2024-05-16,handle,262.70465087890625,235.88943191148365,343.15030778117404,2024-08-13,266.8296203613281,time,1.5701927882210507,60,10.207363622116867,92.66666666666666,True,True,5.0,5.0
TGT,2024-02-15,1,2,,,0,2024-02-16,2024-02-16,handle,139.16009521484375,123.66986808598345,185.63077660142466,2024-03-11,156.25498367675456,trailing_stop,12.284332254529355,15,11.131227745242306,86.0,True,False,1.0,
COST,2022-04-05,1,2,,,0,2022-04-07,2022-04-07,handle,580.5905151367188,497.12306170515876,830.9928754313987,2022-05-02,497.12306170515876,stop,-14.37630330765994,16,14.37630330765994,96.0,True,False,2.0,
CAT,2023-01-10,1,2,,,0,2023-01-12,2023-01-12,handle,242.34764099121094,210.0233460993271,339.3205256668624,2023-03-15,210.0233460993271,stop,-13.33798619193331,42,13.33798619193331,93.33333333333334,True,False,2.0,
DE,2022-10-31,1,2,,,0,2022-11-03,2022-11-03,handle,377.7130432128906,328.25584919856834,526.0846252558574,2022-12-16,408.7549774708686,trailing_stop,8.21839086993927,30,13.09385389332364,89.33333333333334,True,False,3.0,
GE,2023-01-11,1,2,,,0,2023-01-13,2023-01-13,handle,63.108421325683594,46.166685015622456,113.933630255867,2023-03-09,71.03758389262002,trailing_stop,12.564349417039608,37,26.84544463983646,90.0,True,False,2.0,
GE,,0,0,,,0,2023-09-15,2023-09-15,handle,91.02922058105469,84.98340462351285,109.16666845368019,2023-10-03,84.98340462351285,stop,-6.641621139838814,12,6.641621139838814,99.0,False,False,,
GE,2024-07-15,1,2,,,0,2024-07-23,2024-07-23,handle,170.68971252441406,150.92501185230108,229.983814540753,2024-08-05,150.92501185230108,stop,-11.579315695013547,9,11.579315695013547,96.0,True,False,6.0,
GE,2024-09-06,1,2,2024-09-04,2024-09-12,4,2024-09-13,2024-09-13,handle,176.921875,146.07466846560519,269.4634946031845,2024-10-22,183.9222327226642,trailing_stop,3.9567508103021205,27,17.43549605406048,96.0,True,True,5.0,7.0
UNP,2024-05-21,1,2,,,0,2024-05-31,2024-05-31,low_cheat,226.2084197998047,213.4872515659695,264.3719245013102,2024-06-14,213.4872515659695,stop,-5.623649307613514,10,5.623649307613514,86.0,True,False,7.0,
LMT,,0,0,,,0,2022-06-24,2022-06-24,low_cheat,384.1595764160156,354.5728041692302,472.91989315637187,2022-07-19,354.5728041692302,stop,-7.701688064843447,16,7.701688064843447,96.66666666666666,False,False,,
LMT,2023-04-03,1,2,2023-04-03,2023-04-17,9,2023-04-18,2023-04-18,handle,468.5378723144531,424.25860646690364,601.3756698571016,2023-05-03,424.25860646690364,stop,-9.450520110321419,11,9.450520110321419,95.66666666666666,True,True,10.0,10.0
XOM,2022-04-05,1,2,,,0,2022-05-04,2022-05-04,handle,80.4378890991211,68.16097562284169,117.2686295279593,2022-06-10,88.87536936701964,trailing_stop,10.489435218148635,26,15.26260026683563,100.0,True,False,20.0,
XOM,2022-06-13,1,2,,,0,2022-06-21,2022-06-21,handle,81.0668716430664,71.79726457133562,108.87569285825877,2022-07-06,71.79726457133562,stop,-11.434519284948394,10,11.434519284948394,100.0,True,False,5.0,
XOM,2022-10-11,1,2,,,0,2022-10-28,2022-10-28,handle,99.05223083496094,84.83863059997559,141.693031539917,2023-01-26,106.21762084960938,time,7.233951173282794,60,14.349601331713362,99.0,True,False,13.0,
XOM,2023-01-27,1,2,2023-01-30,2023-01-30,1,2023-01-31,2023-01-31,pivot_breakout,104.63916015625,91.16116716174233,145.07313913977302,2023-03-15,91.16116716174233,stop,-12.880448365967363,30,12.880448365967363,96.0,True,True,2.0,1.0
XOM,2023-03-16,1,2,,,0,2023-04-03,2023-04-03,pivot_breakout,105.55340576171875,91.16116716174233,148.73012156164802,2023-06-29,97.82379913330078,time,-7.3229343692302535,60,13.635030055274713,96.0,True,False,12.0,
COP,,0,0,,,0,2023-02-10,2023-02-10,low_cheat,104.34428405761719,94.8542474693327,132.81439382247063,2023-02-17,94.8542474693327,stop,-9.094927119385133,5,9.094927119385133,96.66666666666666,False,False,,
COP,2023-08-18,1,2,,,0,2023-09-01,2023-09-01,handle,113.69305419921875,101.09068443458695,151.50016349311414,2023-11-28,108.1077651977539,time,-4.91260353660481,60,11.084555563569689,86.0,True,False,10.0,
COP,2023-11-29,1,2,2023-11-30,2023-12-04,3,2023-12-11,2023-12-11,low_cheat,105.4563217163086,101.11733889291807,118.47327018648016,2024-01-08,108.29394142043746,trailing_stop,2.6908009476780728,18,4.1144833735648,92.66666666666666,True,True,8.0,7.0
SLB,2021-12-30,1,2,,,0,2022-01-20,2022-01-20,handle,34.1307258605957,24.961951289353195,61.63704957432323,2022-01-27,35.91602189062601,trailing_stop,5.230759044862428,5,26.863696391022142,94.25,True,False,14.0,
SLB,2022-05-17,1,2,,,0,2022-06-08,2022-06-08,handle,45.973297119140625,39.456729825203816,65.52299900095105,2022-06-14,39.456729825203816,stop,-14.17467900344195,4,14.17467900344195,100.0,True,False,15.0,
EOG,,0,0,2022-05-03,2022-05-05,2,2022-05-06,2022-05-06,pivot_breakout,112.44803619384766,95.89125418761304,162.1183822125515,2022-06-13,119.5668069985867,trailing_stop,6.3307204338073895,25,14.723940556589712,100.0,False,True,,3.0
EOG,2022-10-19,1,2,,,0,2022-11-02,2022-11-02,handle,119.94992065429688,103.59468546645252,169.01562621782995,2022-11-04,126.8024685267492,trailing_stop,5.712840688074975,2,13.63505294428761,99.0,True,False,10.0,
EOG,,0,0,,,0,2022-11-07,2022-11-07,handle,129.1060791015625,103.59468546645252,205.64026000689245,2023-02-03,112.2681884765625,time,-13.041903791187334,60,19.760025099237353,99.0,False,False,,
EOG,2023-08-08,1,3,,,0,2023-09-05,2023-09-05,handle,122.93059539794922,112.6777674962031,153.68907910318757,2023-09-21,112.6777674962031,stop,-8.3403386020834,12,8.3403386020834,86.0,True,False,19.0,
NFLX,2023-03-17,1,2,2023-03-02,2023-03-21,8,2023-03-23,2023-03-23,pivot_breakout,32.0369987487793,27.04211986541748,47.021635398864746,2023-04-12,33.23099956512451,trailing_stop,3.7269434184770853,13,15.590970060989676,92.66666666666666,True,True,4.0,15.0
NFLX,,0,0,,,0,2023-05-26,2023-05-26,handle,37.88800048828125,33.9442610168457,49.7192189025879,2023-06-08,39.80025043487549,trailing_stop,5.0471123362281824,8,10.408940616054275,96.0,False,False,,
NFLX,2023-06-09,1,2,,,0,2023-06-14,2023-06-14,handle,44.08599853515625,33.9442610168457,74.5112110900879,2023-07-18,45.424248695373535,trailing_stop,3.035544627961872,22,23.004440990994116,96.0,True,False,3.0,
NFLX,2024-11-13,1,2,,,0,2024-11-18,2024-11-18,handle,84.70500183105469,66.43224197387696,139.52328140258788,2024-12-18,89.46625289916992,trailing_stop,5.620979830224915,21,21.57223240915927,100.0,True,False,3.0,
SHOP,2023-04-14,1,2,2023-04-25,2023-05-03,5,2023-05-04,2023-05-04,handle,57.29999923706055,42.63,101.30999694824217,2023-05-05,59.41205139160156,trailing_stop,3.6859549435647745,1,25.602093250242607,96.66666666666666,True,True,14.0,7.0
SHOP,,0,0,,,0,2023-05-08,2023-05-08,handle,64.37999725341797,42.63,129.62998901367186,2023-07-13,66.975,trailing_stop,4.030759330988097,45,33.7837809588649,100.0,False,False,,
SHOP,2023-09-15,1,2,,,0,2023-09-29,2023-09-29,low_cheat,54.56999969482422,49.57820014953613,69.54539833068849,2023-10-25,49.57820014953613,stop,-9.147516168598301,18,9.147516168598301,96.66666666666666,True,False,10.0,
UBER,2023-04-19,1,2,,,0,2023-04-28,2023-04-28,low_cheat,31.049999237060547,28.6355993270874,38.293198966979986,2023-05-02,34.793749999999996,trailing_stop,12.057168614906104,2,7.775845311749233,96.66666666666666,True,False,7.0,
UBER,,0,0,,,0,2023-05-03,2023-05-03,pivot_breakout,37.84000015258789,29.79199962615967,61.98400173187255,2023-06-15,41.5625,trailing_stop,9.837473130024621,30,21.26850024834848,96.66666666666666,False,False,,
UBER,,0,0,,,0,2024-08-08,2024-08-08,low_cheat,69.01000213623047,53.74320014953613,114.8104080963135,2024-09-30,74.52749710083008,trailing_stop,7.99521054021661,36,22.122593122887647,93.33333333333334,False,False,,
COIN,,0,0,,,0,2023-12-27,2023-12-27,handle,185.24000549316406,87.9942008972168,476.97741928100584,2024-02-27,199.44300231933593,trailing_stop,7.667348523532626,41,52.49719375523121,99.0,False,False,,
COIN,2024-10-18,1,2,,,0,2024-11-08,2024-11-08,pivot_breakout,270.739990234375,205.26099700927733,467.176969909668,2024-11-11,318.1169860839844,trailing_stop,17.49907570307435,1,24.185194499125753,89.33333333333334,True,False,15.0,
ABNB,2022-02-14,1,2,2022-02-10,2022-02-10,1,2022-02-15,2022-02-15,pivot_breakout,180.07000732421875,161.8568035888672,234.70961853027342,2022-02-22,161.8568035888672,stop,-10.11451268647888,4,10.11451268647888,86.0,True,True,1.0,3.0
ABNB,2024-01-12,1,3,2024-01-26,2024-02-09,5,2024-02-12,2024-02-12,handle,153.8000030517578,138.4152053833008,199.9543960571289,2024-04-02,161.59500579833983,trailing_stop,5.0682721663918215,34,10.003119221837487,100.0,True,True,20.0,11.0
