symbol,entry_type,signal_date,entry_date,entry_price,signal_close,stop_loss,target_price,exit_date,exit_price,exit_reason,pnl_pct,days_held,max_gain_pct,max_drawdown_pct,risk_pct,overall_score,prior_advance_pct,position_in_base,slippage_pct
LRCX,low_cheat,2023-04-19,2023-04-20,49.78034512099885,47.83769607543945,46.090392756572825,60.85020221427693,2023-05-24,55.559173378599745,trailing_stop,11.608654467048298,24,17.482794175840326,3.4327436844287385,7.412468425956119,89.33333333333334,68.4135033875175,lower_third,4.0609168186023545
LRCX,handle,2023-05-25,2023-05-26,58.942212513457704,58.6596794128418,47.110083198415516,94.43860045858426,2023-07-20,61.60940024228572,trailing_stop,4.525089261315133,36,10.02640974875278,1.8545574193855476,20.07411803949618,90.66666666666666,64.9194045268525,upper_third,0.48164787711754065
LRCX,handle,2023-07-27,2023-07-28,69.39085496283467,68.57608795166016,57.29261739534049,105.6855676653172,2023-10-23,58.752227783203125,time,-15.331454246138815,60,2.286386973692707,16.770417072245554,17.43491642230654,96.0,38.22849062055552,upper_third,1.1881211593009593
LRCX,handle,2023-12-14,2023-12-15,75.59137083916207,75.3830795288086,65.98934092329523,104.39746058676258,2024-01-26,84.01738231030909,trailing_stop,11.146790139677831,27,16.99662119966088,5.989611265153251,12.702547670814637,99.0,39.728931442816844,upper_third,0.27631042888593116
LRCX,low_cheat,2024-04-26,2024-04-29,90.74184565687924,91.11898040771484,82.79357799268136,114.58664864947285,2024-06-10,94.33936160561129,trailing_stop,3.9645611379068537,29,9.436380145165117,6.451161528909312,8.759208727418368,100.0,57.12264143174437,lower_third,-0.4138926370204177
LRCX,handle,2024-06-12,2024-06-13,101.14297986936204,102.1729507446289,87.15239499128724,143.11473450358642,2024-07-11,105.90262500570437,trailing_stop,4.705858125289531,18,10.216692763462664,1.248767598894957,13.83248238893621,99.0,58.654351027064486,upper_third,-1.008066095537535
KLAC,low_cheat,2023-04-20,2023-04-21,365.06967268755756,365.9950866699219,344.1262274526935,427.9000083921497,2023-05-24,398.76940151340875,trailing_stop,9.23104035943651,23,14.980042483617384,5.0378839303775225,5.736835130862363,95.66666666666666,71.87463569274058,lower_third,-0.25284874471523083
KLAC,handle,2023-11-10,2023-11-13,519.4477014501006,523.613037109375,434.15024394175055,775.3400739751506,2023-12-20,553.6533018228952,trailing_stop,6.5849940768446125,26,12.194730607204864,0.27154535854384276,16.4207979494821,96.0,45.84848223676604,upper_third,-0.795498844388849
CRM,pivot_breakout,2021-12-02,2021-12-03,258.82730798601,258.4809875488281,231.66548566524756,340.3127749482973,2022-01-05,231.66548566524756,stop,-10.494187237086503,22,3.4486782807348106,13.091165911469336,10.494187237086503,92.66666666666666,31.740935924726653,upper_third,0.13398294414843642
CRM,handle,2023-05-26,2023-05-30,216.98748950392033,213.1973419189453,184.81451921507076,313.506400370469,2023-07-24,223.95321559488397,trailing_stop,3.2101970979473413,37,8.642312734681417,6.608294651110396,14.827108402610603,96.66666666666666,53.482689098138636,upper_third,1.7777649340562505
NOW,handle,2023-05-17,2023-05-18,500.0,492.9200134277344,419.12639282226564,742.6208215332031,2023-06-07,535.4485046386718,trailing_stop,7.089700927734362,13,12.7260009765625,1.1739990234375002,16.17472143554687,93.33333333333334,46.77151190420994,upper_third,1.436335790675621
NOW,handle,2023-07-26,2023-07-27,598.0,577.27001953125,524.3098095703125,819.0705712890625,2023-10-20,542.510009765625,time,-9.279262580999163,60,1.6555224772679764,11.705685618729097,12.322774319345736,96.0,39.87331088369974,upper_third,3.591037082712694
NOW,handle,2024-10-18,2024-10-21,902.0,921.75,810.4305712890625,1176.7082861328124,2024-10-31,930.7910278320312,trailing_stop,3.191909959205233,8,8.623063114952883,0.06984533068874722,10.151821364848944,96.0,33.2826580519645,upper_third,-2.142663411988066
NOW,handle,2024-11-19,2024-11-20,1028.0,1022.0999755859375,881.774619140625,1466.676142578125,2024-12-18,1100.0050231933594,trailing_stop,7.0043796880699825,19,12.636189145336818,0.0,14.224258838460607,100.0,33.2826580519645,upper_third,0.5772453336260187
NOW,handle,2024-12-19,2024-12-20,1060.0,1074.8699951171875,973.5515832519532,1319.3452502441405,2024-12-31,1060.1199951171875,time,0.011320294074292452,6,4.391514040389151,0.6669760650058962,8.155511013966683,96.0,48.1935510657977,upper_third,-1.3834226636465279
ADBE,pivot_breakout,2023-05-26,2023-05-30,429.94000244140625,415.3900146484375,316.82420837402344,769.2873846435547,2023-06-20,492.8029907226562,trailing_stop,14.62133970421074,14,20.654041793906053,4.475040732455942,26.309669587630108,89.33333333333334,44.660882845651344,upper_third,3.5027293097748227
ORCL,pivot_breakout,2024-06-12,2024-06-13,138.34445971002503,138.29518127441406,110.59180237624037,221.60243171137904,2024-09-10,154.00845336914062,time,11.322458226334387,60,14.628786580767894,10.200794387242814,20.06054842525334,92.66666666666666,30.839490916029945,upper_third,0.0356327929555195
PANW,pivot_breakout,2023-05-24,2023-05-25,103.13500213623047,102.15499877929688,93.0215982055664,133.47521392822267,2023-06-07,109.33549652099609,trailing_stop,6.012017507475706,8,11.591597376290224,0.0,9.805986058259176,93.33333333333334,45.5679923186735,upper_third,0.9593298112125327
PANW,pivot_breakout,2023-11-20,2023-11-21,129.77499389648438,130.28500366210938,110.07359970092773,188.8791764831543,2023-12-05,141.0037528991699,trailing_stop,8.652482782347274,9,14.371034507733981,0.0,15.181194468998822,100.0,46.840612819961784,upper_third,-0.3914569991091964
PANW,handle,2023-12-13,2023-12-14,157.5,156.92999267578125,114.56689880371094,286.2993035888672,2024-01-31,166.5350028991699,trailing_stop,5.7365097772507365,31,11.30158923921131,10.526985289558532,27.25911187065972,100.0,38.6238312625502,upper_third,0.3632239538788421
PANW,handle,2024-06-27,2024-06-28,170.0,170.41000366210938,140.42419342041015,258.7274197387695,2024-08-20,178.30074768066405,trailing_stop,4.882792753331792,36,10.402939740349264,16.46470911362592,17.397533282111677,93.33333333333334,47.515194069776584,upper_third,-0.2405983529713046
PANW,handle,2024-09-20,2024-09-23,169.82000732421875,170.05999755859375,155.57009521484375,212.56974365234376,2024-10-23,182.39999999999998,trailing_stop,7.407838966679364,22,13.060883122820396,3.353554986807824,8.391185664106825,96.66666666666666,42.63908472373959,upper_third,-0.14112092074581617
CRWD,pivot_breakout,2023-08-31,2023-09-01,163.1199951171875,163.02999877929688,144.2069940185547,219.8589984130859,2023-10-06,168.0977569580078,trailing_stop,3.051595138440397,24,8.475363303621474,3.390141579715015,11.594532653734731,92.66666666666666,60.60651340070537,upper_third,0.05520231771114606
CRWD,handle,2023-10-09,2023-10-10,181.52000427246094,181.82000732421875,150.50840179443358,274.554811706543,2023-11-16,199.5854965209961,trailing_stop,9.952342344273475,27,15.739307730814186,6.252757732684549,17.08439937643404,92.66666666666666,40.26973508119267,upper_third,-0.1650000218198493
CRWD,handle,2023-11-27,2023-11-28,208.92999267578125,210.07000732421875,166.7665982055664,335.42017608642584,2023-11-29,223.84850463867187,trailing_stop,7.1404357851298315,1,12.779406089610351,0.0,20.180632723059656,96.0,44.36760450991083,upper_third,-0.5426832049746251
ZS,handle,2023-11-03,2023-11-06,166.60000610351562,164.3699951171875,146.6325,226.50252441406252,2023-11-28,185.3165069580078,trailing_stop,11.234393858823049,15,17.08883564086637,1.2845133921056195,11.985297342131535,92.66666666666666,93.44164923560079,upper_third,1.3567019848958686
ZS,handle,2023-12-01,2023-12-04,196.9600067138672,198.02999877929688,149.5480059814453,339.1960089111328,2024-01-02,215.92549362182615,trailing_stop,9.629105534866778,19,15.399058457754514,1.3571304118981984,24.071892321419075,100.0,94.71328685148912,upper_third,-0.5403181699870567
JPM,low_cheat,2023-03-16,2023-03-17,120.11319532302852,122.33056640625,115.54704104399875,133.81165816011784,2023-03-24,115.54704104399875,stop,-3.8015425921770776,5,2.6094359635396613,4.104998246674953,3.8015425921770776,96.66666666666666,36.90760225864882,lower_third,-1.8126059155630556
JPM,handle,2024-05-21,2024-05-22,192.6204580268264,193.12379455566406,169.98609395965568,260.52355022833865,2024-08-01,201.16470147805782,trailing_stop,4.435792303038468,48,9.932412950566812,4.080395019905136,11.750758096535327,100.0,37.83714882788755,upper_third,-0.2606289556373508
MA,pivot_breakout,2023-01-06,2023-01-09,365.74657024077703,361.8492736816406,328.809068755897,476.55907469541717,2023-04-05,358.59234619140625,time,-1.9560604613902566,60,4.943084041761105,8.454655478223891,10.099206524496859,93.33333333333334,30.550015104830415,upper_third,1.077049711744149
BAC,handle,2024-03-15,2024-03-18,34.40517257192133,34.163970947265625,30.50489965197088,46.105991331772664,2024-05-30,36.516177874178574,trailing_stop,6.135720720029395,51,11.721811284241475,4.234437749266988,11.336298086565995,95.66666666666666,37.58785801731131,upper_third,0.7060116782911813
BAC,handle,2024-06-28,2024-07-01,38.739813274949185,38.60392379760742,35.54191431785404,48.33351014623463,2024-07-22,40.98013770344791,trailing_stop,5.7830026505249394,14,11.350529105815726,0.0,8.254812521677914,100.0,32.77075469167353,upper_third,0.35200949534095094
BAC,pivot_breakout,2024-11-06,2024-11-07,44.00443511830156,44.36592483520508,39.80193114288507,56.61194704455103,2024-12-31,43.17835235595703,time,-1.877271598018893,36,6.749563574702289,4.489418230827747,9.550182757984453,97.0,30.923228051667103,upper_third,-0.81479134774324
WFC,handle,2024-03-15,2024-03-18,55.30905722244485,55.22263717651367,44.65150091548412,87.28172614332703,2024-05-23,57.387105783324095,trailing_stop,3.7571578060382445,47,9.218060848461313,3.923603022541239,19.269097761145364,99.0,33.426967097627106,upper_third,0.15649387705796153
GS,handle,2024-03-21,2024-03-22,401.2964807648017,400.6282653808594,353.5637393702626,544.4947049484189,2024-06-11,433.74299565758,trailing_stop,8.085422237180074,55,13.774128670715879,6.583021236796169,11.894632443217223,99.0,34.56294561026802,upper_third,0.16679187208797372
GS,handle,2024-10-11,2024-10-14,507.2986993141034,505.9757385253906,439.3653119601327,711.0988613760153,2024-11-06,557.3078601906187,trailing_stop,9.85793201207308,17,15.639928433761149,1.3792966797315165,13.391200774971521,100.0,34.38286514992042,upper_third,0.26146723804749394
MS,pivot_breakout,2024-03-04,2024-03-05,84.53148040576387,85.33708190917969,70.20853871195038,127.50030548720434,2024-05-29,93.82333017946698,trailing_stop,10.992176795083706,59,16.833870310614437,5.336939887411954,16.943914415151855,93.33333333333334,31.35769561606554,upper_third,-0.9440227921938783
LLY,pivot_breakout,2021-12-15,2021-12-16,265.5698223397974,265.194091796875,223.11083036318485,392.946798269635,2022-03-15,266.475341796875,time,0.34097227203737096,60,1.8064884757562911,15.594737309223818,15.987882810828607,99.0,43.31763903950666,upper_third,0.1416813400240355
LLY,pivot_breakout,2023-08-08,2023-08-09,511.1260098944447,512.3341064453125,429.85465783238647,754.9400660806193,2023-09-18,562.7951833956517,trailing_stop,10.108891447703385,27,15.904096260740403,0.07300468733336413,15.900453212866624,100.0,41.782016948880965,upper_third,-0.23580248429093728
LLY,handle,2023-11-02,2023-11-03,569.3725228939336,571.203369140625,498.3115463109139,782.5554526429926,2023-11-08,585.26614929238,trailing_stop,2.791428416261517,3,8.201503596064768,1.2827858845592028,12.48057707840204,100.0,58.32556639813706,upper_third,-0.32052441312555885
LLY,handle,2023-11-13,2023-11-14,599.8022805760739,603.11572265625,498.3115463109139,904.274483371554,2024-02-06,695.1442922612795,trailing_stop,15.895573386889305,56,21.995340407251916,7.656775166080027,16.920698295392324,96.0,52.890265138922885,upper_third,-0.5493874484954488
LLY,handle,2024-02-07,2024-02-08,718.2401063419292,715.3407592773438,578.7024191021735,1136.8531680611961,2024-02-20,745.6053562481694,trailing_stop,3.8100420269781767,7,9.273728449450722,0.25675230197150833,19.42772145521579,96.0,45.35163411511681,upper_third,0.4053099207592212
ABBV,low_cheat,2022-06-17,2022-06-21,122.97440741365402,121.50700378417969,116.90681429817415,141.1771867600936,2022-07-20,130.74129549012952,trailing_stop,6.3158572908179975,20,11.911428727176846,0.0,4.934029155407967,92.33333333333334,41.59857439729468,lower_third,1.2076699974272516
ABBV,low_cheat,2024-05-31,2024-06-03,151.97368847190359,153.15147399902344,142.9582190588466,179.02009671107456,2024-07-03,156.89953283334103,trailing_stop,3.241248146943618,21,8.67499804941434,0.14375954332135985,5.932256763461882,96.66666666666666,35.37020635209795,lower_third,-0.7690330993009978
DHR,pivot_breakout,2024-01-30,2024-01-31,243.35504806266124,242.71099853515625,209.21849205907674,345.7647160734148,2024-04-26,244.59188842773438,time,0.5082452058913783,60,5.456026350385559,5.9482886441408835,14.0274698533456,96.66666666666666,31.100506381280873,upper_third,0.2653565480724189
DHR,handle,2024-05-16,2024-05-17,262.89311013674177,262.7046813964844,235.88943191148365,343.9041448125161,2024-08-14,266.20404052734375,time,1.259420754267705,60,6.403972461735016,10.121315133306096,10.27173295306688,92.66666666666666,38.71731239565466,upper_third,0.07172644935588683
TGT,handle,2024-02-16,2024-02-20,140.5562459286397,139.16004943847656,123.66988285131663,191.2153351606089,2024-03-11,156.25498367675456,trailing_stop,11.169007570168816,14,17.020007968598765,1.4266518921822413,12.013954247110629,86.0,33.201891043216456,upper_third,1.0033026689749784
COST,handle,2022-04-07,2022-04-08,578.9960345960211,580.590576171875,497.1229447467087,824.6153041439584,2022-05-02,497.1229447467087,stop,-14.14052687017747,15,0.46173142323222066,14.391458059831914,14.14052687017747,96.0,31.23656897277093,upper_third,-0.27464131201844655
CAT,handle,2023-01-12,2023-01-13,243.9913363623323,242.34764099121094,210.02336087411825,345.89526282697443,2023-03-15,210.02336087411825,stop,-13.921795746784586,41,4.0921961118861505,16.82873647030772,13.921795746784586,93.33333333333334,41.11551363288605,upper_third,0.6782386510545726
DE,handle,2022-11-03,2022-11-04,384.420461580343,377.7131042480469,328.25587763148883,552.9142134269055,2022-12-16,408.75500718351736,trailing_stop,6.3301899964262205,29,11.926515785711814,1.6773922422660112,14.610196272582096,89.33333333333334,56.839789782329575,upper_third,1.775780945077125
GE,handle,2023-01-13,2023-01-17,62.888095905723425,63.10842514038086,46.166681323437544,113.05233965258107,2023-03-09,71.03759140810683,trailing_stop,12.958725153009008,36,18.903921213693696,5.317823768681628,26.589157043891465,90.0,35.65828042478467,upper_third,-0.3491280826091372
GE,handle,2023-09-15,2023-09-18,91.25779358871483,91.02920532226562,84.98340462351285,110.08096048432077,2023-10-03,84.98340462351285,stop,-6.875455474498658,11,1.6323995414465442,7.482281221879658,6.875455474498658,99.0,35.573340053952116,upper_third,0.2511153048518325
GE,handle,2024-07-23,2024-07-24,170.193525958227,170.68971252441406,150.9249833705367,227.99915372129797,2024-08-05,150.9249833705367,stop,-11.32154850145103,8,1.8833803918841172,12.419835691852214,11.32154850145103,96.0,68.7164252275358,upper_third,-0.290695062314361
GE,handle,2024-09-13,2024-09-16,177.35850489473947,176.921875,146.07465428252445,271.2100567313845,2024-10-22,183.9222327226642,trailing_stop,3.700824965693213,26,9.158763121782334,1.516155496756139,17.63876540951993,96.0,55.12128004048583,upper_third,0.24679248664952722
UNP,low_cheat,2024-05-31,2024-06-03,226.3832875765713,226.20840454101562,213.48726627496558,265.07135148138843,2024-06-14,213.48726627496558,stop,-5.696542991162189,9,0.0,6.201708481430674,5.696542991162189,86.0,30.07524121060915,lower_third,0.07731058265076836
LMT,low_cheat,2022-06-24,2022-06-27,384.15959980871946,384.1595458984375,354.5727457390633,472.92016201768797,2022-07-19,354.5727457390633,stop,-7.70170889504988,15,3.799159044006206,10.827134525651356,7.70170889504988,96.66666666666666,47.25616250225689,lower_third,1.403330531248895e-05
LMT,handle,2023-04-18,2023-04-19,469.0891095894506,468.537841796875,424.25860646690364,603.5806189570914,2023-05-03,424.25860646690364,stop,-9.556926862314675,10,0.0,9.82270899566146,9.556926862314675,95.66666666666666,31.584677359295487,upper_third,0.11765704781953627
XOM,handle,2022-05-04,2022-05-05,80.73612305655558,80.43788146972656,68.16097562284169,118.46156535769727,2022-06-10,88.87536205118212,trailing_stop,10.081285410404222,25,15.875037274109719,9.256842414145073,15.575614678580758,100.0,43.340265028453004,upper_third,0.3707725531549055
XOM,handle,2022-06-21,2022-06-22,77.57535823533233,81.06687927246094,71.79725722644159,94.90966126200456,2022-07-06,71.79725722644159,stop,-7.448371674111148,9,6.511298811950986,7.459455615604467,7.448371674111148,100.0,59.63505133111416,upper_third,-4.30696366810151
XOM,handle,2022-10-28,2022-10-31,97.97848945833984,99.05223846435547,84.83863059997559,137.3980660334326,2023-01-27,104.27836608886719,time,6.429856864864241,60,8.427531477720311,5.758788539005439,13.410962886860261,99.0,34.507981427750984,upper_third,-1.0840229586553227
XOM,pivot_breakout,2023-01-31,2023-02-01,104.476803174482,104.63915252685547,91.16118189112288,144.42366702455936,2023-03-15,91.16118189112288,stop,-12.745050459786084,29,3.2806580148675963,12.810860441471277,12.745050459786084,96.0,41.29020722216934,upper_third,-0.1551516315384926
XOM,pivot_breakout,2023-04-03,2023-04-04,105.67156601999831,105.55339050292969,91.16118189112288,149.2027184066246,2023-06-30,98.32806396484375,time,-6.949364272471181,60,3.148129773494409,12.146331724641165,13.731588047185127,96.0,37.75524284226536,upper_third,0.11195804938671448
COP,low_cheat,2023-02-10,2023-02-13,103.79774125683036,104.34426879882812,94.85426974116118,130.62815580383793,2023-02-17,94.85426974116118,stop,-8.61624868458365,4,0.43879221555590947,9.460277768810323,8.61624868458365,96.66666666666666,80.22116647182399,lower_third,-0.5237734168720338
COP,handle,2023-09-01,2023-09-05,114.27947179797776,113.69304656982422,101.09069163390028,153.84581229021023,2023-11-29,107.15812683105469,time,-6.231517222543806,60,4.251199570638226,9.514259383766337,11.540813023175758,86.0,33.351441343914104,upper_third,0.5157969162110482
COP,low_cheat,2023-12-11,2023-12-12,104.14939784966555,105.4563217163086,101.11734631695687,113.24555244779158,2024-01-08,108.29393387632379,trailing_stop,3.9794142954534166,17,9.4520150478457,0.0,2.9112521006461245,92.66666666666666,30.669920501949395,lower_third,-1.2393034816431812
EOG,pivot_breakout,2022-05-06,2022-05-09,109.66698815449095,112.44804382324219,95.89126853628896,150.99414700909693,2022-06-13,119.5667849191221,trailing_stop,9.027143839023852,24,14.765414567393528,8.848389048535719,12.561409636595242,100.0,45.51467545118094,upper_third,-2.473191684083714
EOG,handle,2022-11-02,2022-11-03,119.09183674950934,119.94993591308594,103.59469274583161,165.58326876054252,2022-11-04,126.80246083802697,trailing_stop,6.474519412053153,1,12.078441486371744,0.0,13.012767647772113,99.0,57.20643466463743,upper_third,-0.7153810938243133
EOG,handle,2022-11-07,2022-11-08,128.27451762577513,129.1060791015625,103.59469274583161,202.3139922656057,2023-02-06,111.55650329589844,time,-13.032997230712192,60,3.482752377701498,16.26896802913582,19.239850078363833,99.0,57.20643466463743,upper_third,-0.6440916505048627
EOG,handle,2023-09-05,2023-09-06,122.79236279301811,122.93059539794922,112.67775296650751,153.13619227254992,2023-09-21,112.67775296650751,stop,-8.237165240936068,11,2.108972233052011,8.255775665449933,8.237165240936068,86.0,35.501610545022984,upper_third,-0.11244768194900545
SLB,handle,2022-01-20,2022-01-21,34.59132172134147,34.13071823120117,24.961947658624254,63.47944390949313,2022-01-27,35.91602189062601,trailing_stop,3.8295737293763272,4,9.29428813618562,7.643127420461164,27.83754301234542,94.25,34.84315573113875,upper_third,1.349527680666363
SLB,handle,2022-06-08,2022-06-09,45.24989528483868,45.97330093383789,39.456729825203816,62.62939166374327,2022-06-14,39.456729825203816,stop,-12.802605228516203,3,0.0,12.87147486159296,12.802605228516203,100.0,67.86285772882673,upper_third,-1.5735342781678758
NFLX,pivot_breakout,2023-03-23,2023-03-24,32.0629997253418,32.0369987487793,27.04211986541748,47.125639305114746,2023-04-12,33.23099956512451,trailing_stop,3.6428277135266236,12,9.097713382659599,0.0,15.659420213124783,92.66666666666666,57.14352633831048,upper_third,0.08115921458932139
NFLX,handle,2023-05-26,2023-05-30,39.74800109863281,37.88800048828125,33.9442610168457,57.15922134399415,2023-06-21,42.621751594543454,trailing_stop,7.2299245659663836,15,12.873604806280412,2.156088946898663,14.601338234306176,96.0,50.51371075669285,upper_third,4.909207628750059
NFLX,handle,2023-06-28,2023-06-29,43.43299865722656,42.98400115966797,33.9442610168457,71.89921157836915,2023-07-18,45.424248695373535,trailing_stop,4.584647847738831,12,10.089102997619822,0.8311654092414168,21.846839807829124,96.0,38.77693333830035,upper_third,1.0445688755003328
NFLX,handle,2024-11-18,2024-11-19,83.9749984741211,84.70500183105469,66.43224197387696,136.6032679748535,2024-11-27,86.26000289916992,trailing_stop,2.721053249858652,6,8.127424473535426,0.0,20.890451704682505,100.0,31.239281479134938,upper_third,-0.8618184772483634
UBER,low_cheat,2023-04-28,2023-05-01,32.0,31.049999237060547,28.6355993270874,42.0932020187378,2023-05-02,34.793749999999996,trailing_stop,8.730468749999986,1,14.453125,0.0,10.51375210285187,96.66666666666666,38.84045178719145,lower_third,3.0595838527607904
UBER,pivot_breakout,2023-05-03,2023-05-04,37.47999954223633,37.84000015258789,29.79199962615967,60.5439992904663,2023-05-24,38.475,trailing_stop,2.654750453351538,14,8.057632056159509,1.6275363335160955,20.512273238992513,96.66666666666666,49.12815295572099,upper_third,-0.9513758163316021
